P,Ti,Cr,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Ag,Sb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,W,Bi,Pb,Deposit_Type,Fe,Ge,Te,Au,S,V,Mn,Cd,Sn,Ba,Tl,Na,Mg,Al,Si,K,Ca,Ga,In
,5.61,0.07,0.0,1.52,283.64,37.4,12831.5,0.0,,,2.2,23.95,2544.65,,,,,,,,,,,,,,,0.7,0.01,547.36,VMS,,,,1.97,,1.49,41.71,0.0,0.68,1.85,127.1,,,,,,,,
,7.04,2.57,118.26,0.21,9.12,3.13,10558.4,326.65,,,1.09,0.03,0.0,,,,,,,,,,,,,,,0.01,0.15,0.37,VMS,,,,7.73,,0.03,0.0,0.1,0.26,0.05,0.01,,,,,,,,
,55.34,12.77,0.29,7.03,1083.36,41.3,345.95,0.0,,,0.0,16.55,525.54,,,,,,,,,,,,,,,7.98,0.0,282.34,VMS,,,,0.79,,1.02,185.74,0.17,1.35,3.3,184.65,,,,,,,,
,28.83,12.81,0.12,22.45,11853.81,2047.56,100170.61,0.0,,,155.64,1189.86,23008.07,,,,,,,,,,,,,,,0.0,0.0,11888.39,VMS,,,,60.28,,1.66,2309.07,2.25,3.25,5.94,913.46,,,,,,,,
,29.88,4.07,0.15,13.37,19236.29,6866.4,85170.56,0.0,,,145.03,757.73,15148.68,,,,,,,,,,,,,,,0.36,0.07,24166.27,VMS,,,,58.11,,1.23,2016.22,12.55,1.22,1.42,654.02,,,,,,,,
,8.33,0.96,0.0,3.21,1696.48,724.52,23536.87,4.51,,,40.92,35.65,3240.76,,,,,,,,,,,,,,,0.01,0.01,436.43,VMS,,,,2.47,,0.41,1440.8,1.31,0.25,0.2,423.46,,,,,,,,
,8.01,0.81,0.0,0.26,1067.0,611.21,20463.81,0.0,,,24.12,57.25,3330.98,,,,,,,,,,,,,,,0.0,0.0,602.18,VMS,,,,2.6,,0.1,901.49,1.5,0.12,0.23,163.15,,,,,,,,
,7.83,0.13,0.01,1.71,2019.38,1183.26,10805.46,0.0,,,23.63,142.74,3933.8,,,,,,,,,,,,,,,0.0,0.0,7768.78,VMS,,,,4.07,,0.15,1113.45,1.87,0.19,0.51,361.56,,,,,,,,
,8.08,0.67,99.51,5.91,4230.06,35.57,11998.06,2.43,,,7.3,415.63,51.56,,,,,,,,,,,,,,,0.03,98.39,322.94,VMS,,,,2.25,,0.83,3017.61,1.26,0.0,1.94,115.98,,,,,,,,
,7.13,2.31,114.57,4.94,4790.05,46.54,17626.04,39.96,,,14.59,687.42,89.53,,,,,,,,,,,,,,,0.02,131.92,1237.9,VMS,,,,2.6,,6.01,4692.93,1.15,0.07,1.57,116.03,,,,,,,,
,7.22,3.88,0.4,21.42,2735.62,4437.28,325.57,30.96,,,0.2,37.05,22.54,,,,,,,,,,,,,,,0.07,1.33,154.12,VMS,,,,0.96,,0.21,4.95,10.85,0.85,18.53,0.78,,,,,,,,
,5.12,6.03,0.77,10.39,632.69,48.32,14960.18,0.0,,,2.98,235.08,1410.37,,,,,,,,,,,,,,,0.12,1.62,810.51,VMS,,,,5.17,,1.31,96.64,0.88,0.81,5.7,82.89,,,,,,,,
,6.65,0.82,28.42,26.69,513.08,9604.19,4508.02,50.37,,,3.8,143.04,515.7,,,,,,,,,,,,,,,0.21,0.56,108.85,VMS,,,,1.91,,1.12,1166.61,20.72,0.0,1.76,5.29,,,,,,,,
,43.9,13.75,43.52,101.68,2137.8,2120.3,9073.17,44.13,,,4.81,742.44,319.66,,,,,,,,,,,,,,,3.83,4.01,2723.07,VMS,,,,8.93,,10.7,1572.25,5.53,0.49,11.4,113.7,,,,,,,,
,5.07,4.14,38.85,70.25,1408.21,2112.6,9211.69,77.61,,,21.94,821.58,304.59,,,,,,,,,,,,,,,0.08,5.04,2185.95,VMS,,,,4.45,,0.66,293.39,4.77,0.46,6.5,140.74,,,,,,,,
,48.01,9.94,147.01,112.8,1625.58,2476.81,4580.43,6.88,,,30.96,548.2,292.41,,,,,,,,,,,,,,,4.64,3.94,2564.41,VMS,,,,11.96,,14.63,996.35,55.11,1.13,157.93,46.58,,,,,,,,
,15.49,1.89,1.4,2.16,772.7,34.51,4606.98,51.26,,,0.98,621.21,505.68,,,,,,,,,,,,,,,10.94,0.01,391.6,VMS,,,,81.3,,0.82,1244.92,0.19,0.06,2.02,16.29,,,,,,,,
,25.93,14.66,0.21,23.54,8822.75,5058.72,104185.7,0.0,,,193.99,497.41,31789.14,,,,,,,,,,,,,,,0.0,0.05,2889.8,VMS,,,,30.19,,0.89,6416.98,6.45,3.15,1.38,4766.33,,,,,,,,
,22.94,6.53,0.05,15.83,21512.49,2467.2,51892.0,0.0,,,128.53,1242.96,30996.43,,,,,,,,,,,,,,,0.0,0.02,2890.37,VMS,,,,39.65,,0.62,2980.51,334.49,1.58,5.4,1235.03,,,,,,,,
,28.4,10.1,0.36,18.63,11797.4,160.82,102436.56,181.17,,,187.46,567.15,13799.74,,,,,,,,,,,,,,,0.11,0.06,10831.89,VMS,,,,32.54,,0.98,4556.66,5.48,0.0,1.41,938.86,,,,,,,,
,32.65,9.32,4.92,22.07,5605.23,10721.22,59712.01,1039.96,,,16.36,146.21,712.16,,,,,,,,,,,,,,,0.0,0.01,1990.22,VMS,,,,18.88,,4.36,984.59,1.01,0.0,0.85,190.19,,,,,,,,
,38.23,9.33,169.82,257.96,1832.88,2968.37,18781.5,505.44,,,0.75,21.44,1841.31,,,,,,,,,,,,,,,0.32,1.86,2820.69,VMS,,,,3.88,,5.83,1584.96,0.0,3.14,7.39,56.06,,,,,,,,
,97.69,7.41,420.06,90.9,452.12,564.67,3811.92,2877.88,,,0.82,16.54,324.92,,,,,,,,,,,,,,,0.41,3.72,926.09,VMS,,,,2.48,,0.74,970.86,1.65,1.08,9.29,3.96,,,,,,,,
,36.07,3.83,0.0,0.0,10937.6,3.89,7698.54,0.0,,,2.89,29.01,166.36,,,,,,,,,,,,,,,1.79,0.0,380.97,VMS,,,,1.19,,1.05,245.87,4.65,2.14,0.43,7.72,,,,,,,,
,30.09,1.85,0.21,7.41,5768.25,1145.64,102337.63,309.59,,,106.28,260.12,21911.73,,,,,,,,,,,,,,,0.0,0.0,2501.3,VMS,,,,22.59,,0.42,5224.82,2.66,0.69,1.0,1130.21,,,,,,,,
,22.34,9.28,2234.72,6.03,28.55,104.34,18.96,16.92,,,3.27,5.65,9.6,,,,,,,,,,,,,,,1.77,1.45,554.45,VMS,,,,1.46,,5.54,16.52,1.0,1.0,4.64,1.43,,,,,,,,
,5.62,3.07,670.85,0.74,312.86,49.88,162.38,0.0,,,1.0,7.28,9.89,,,,,,,,,,,,,,,1.33,0.03,207.36,VMS,,,,0.51,,0.04,14.26,0.36,0.0,2.64,1.36,,,,,,,,
,32.09,1.13,1342.56,0.91,9.1,124.39,20.58,0.0,,,0.56,0.07,0.31,,,,,,,,,,,,,,,2.55,0.05,19.46,VMS,,,,0.04,,0.12,16.94,1.65,0.19,5.06,0.03,,,,,,,,
,28.31,2.63,2493.72,26.63,46.87,528.26,557.12,667.19,,,34.47,0.82,1.49,,,,,,,,,,,,,,,0.18,4.27,633.34,VMS,,,,0.35,,0.13,7.7,1.92,0.26,4.66,1.18,,,,,,,,
,31.17,25.58,920.86,100.17,22.62,5.12,7.39,368.67,,,0.91,0.86,1.63,,,,,,,,,,,,,,,0.66,29.0,22.78,VMS,,,,0.34,,6.32,2.47,0.19,0.2,0.32,0.0,,,,,,,,
,12.43,6.27,1082.54,34.41,13.62,14.9,6.16,429.6,,,0.03,0.2,0.0,,,,,,,,,,,,,,,1.14,6.38,1.3,VMS,,,,0.03,,2.54,1.0,0.12,0.31,0.98,0.02,,,,,,,,
,8.86,0.47,76.58,12.99,11.9,17.0,12.68,764.38,,,0.03,0.0,0.0,,,,,,,,,,,,,,,0.0,0.01,0.7,VMS,,,,0.0,,0.04,0.65,0.0,0.0,0.11,0.0,,,,,,,,
,5.85,0.0,68.2,25.1,7.98,1.15,15.06,280.54,,,0.0,0.07,0.0,,,,,,,,,,,,,,,0.01,0.0,0.08,VMS,,,,0.0,,0.02,0.0,0.0,0.02,0.0,0.0,,,,,,,,
,5.75,0.0,22.66,1.7,7.93,1.01,14.15,0.0,,,0.03,0.09,1.5,,,,,,,,,,,,,,,0.0,1.61,5.92,VMS,,,,0.01,,0.0,0.0,0.15,0.07,0.05,0.12,,,,,,,,
,8.4,0.0,57.22,1.15,10.31,3.21,36.39,50.74,,,0.0,0.8,0.43,,,,,,,,,,,,,,,0.0,4.89,10.78,VMS,,,,0.02,,0.04,0.51,0.08,0.0,0.07,0.0,,,,,,,,
,35.16,6.63,760.88,104.15,27.68,30.07,5.54,354.5,,,0.41,0.46,1.43,,,,,,,,,,,,,,,0.26,22.43,5.73,VMS,,,,0.24,,4.36,4.47,0.19,0.44,0.38,0.0,,,,,,,,
,15.66,5.55,886.74,37.47,43.59,5.45,6.54,2405.84,,,0.33,0.46,0.41,,,,,,,,,,,,,,,1.39,2.33,3.34,VMS,,,,0.23,,4.64,0.57,0.12,0.35,0.38,0.45,,,,,,,,
,4.54,0.64,75.62,42.66,15.97,8.24,15.41,2046.02,,,0.23,0.0,0.35,,,,,,,,,,,,,,,0.0,2.41,0.65,VMS,,,,0.0,,6.05,0.85,0.0,0.0,0.41,0.1,,,,,,,,
,46.66,8.63,769.57,1100.36,117.37,57.33,51.28,1948.76,,,0.08,0.08,0.86,,,,,,,,,,,,,,,0.99,9.98,1.9,VMS,,,,0.14,,0.16,4.96,1.32,3.0,1.08,0.05,,,,,,,,
,52.92,1.34,3065.1,392.89,77.11,495.1,52.28,7250.71,,,5.04,0.47,0.59,,,,,,,,,,,,,,,3.47,8.2,11.51,VMS,,,,0.0,,0.37,8.13,1.77,0.46,1.79,0.02,,,,,,,,
,47.16,0.0,3824.74,248.57,47.59,48.28,23.67,2802.49,,,13.78,1.08,0.0,,,,,,,,,,,,,,,1.73,27.24,25.48,VMS,,,,0.76,,0.16,7.34,0.0,4.83,0.62,0.17,,,,,,,,
,43.06,5.57,1975.68,81.05,27.16,40.07,23.59,10624.83,,,0.24,2.04,0.0,,,,,,,,,,,,,,,0.0,2.3,7.46,VMS,,,,0.08,,0.0,3.52,0.0,3.84,0.0,0.09,,,,,,,,
,52.23,1.03,849.92,25.88,48.46,45.2,22.22,10521.86,,,0.0,0.4,0.16,,,,,,,,,,,,,,,0.05,3.19,6.2,VMS,,,,0.08,,0.15,2.46,0.0,1.52,0.0,0.0,,,,,,,,
,51.12,5.34,365.1,292.39,47.31,31.62,22.28,2220.73,,,2.04,0.27,0.56,,,,,,,,,,,,,,,3.77,3.2,21.21,VMS,,,,0.0,,0.57,6.13,0.7,0.46,1.69,0.34,,,,,,,,
,27.36,0.0,2834.44,1044.57,57.55,182.09,13.67,1402.44,,,6.78,5.08,0.0,,,,,,,,,,,,,,,2.73,27.24,15.48,VMS,,,,3.76,,0.36,5.34,0.0,3.43,0.42,2.17,,,,,,,,
,41.98,7.58,1798.67,36.0,22.33,51.75,23.58,921.19,,,0.0,0.0,0.09,,,,,,,,,,,,,,,0.0,13.75,1.32,VMS,,,,0.11,,2.32,2.07,1.38,0.0,6.12,0.0,,,,,,,,
,57.89,9.89,2195.84,348.14,41.22,29.01,329.9,198.28,,,0.0,0.44,0.0,,,,,,,,,,,,,,,0.27,1.39,1.65,VMS,,,,0.0,,1.91,52.76,0.0,0.6,0.95,0.0,,,,,,,,
,33.9,3.2,3652.73,825.6,9.05,35.65,216.04,0.0,,,5.83,0.74,0.18,,,,,,,,,,,,,,,0.04,3.38,3.78,VMS,,,,0.06,,0.27,8.94,0.0,0.0,2.1,0.01,,,,,,,,
,46.43,8.71,437.23,387.48,24.27,75.59,352.82,778.6,,,0.0,5.24,0.0,,,,,,,,,,,,,,,0.2,15.38,9.08,VMS,,,,0.16,,2.48,47.34,1.54,1.99,1.95,0.01,,,,,,,,
,63.63,0.0,1586.84,1046.7,28.53,51.21,358.1,1221.24,,,0.39,3.94,1.81,,,,,,,,,,,,,,,1.24,5.29,2.84,VMS,,,,0.0,,8.79,0.0,0.0,0.0,2.14,0.03,,,,,,,,
,38.19,17.81,1183.48,1625.81,71.77,29.64,70.6,1747.19,,,0.42,14.58,4.36,,,,,,,,,,,,,,,30.15,122.2,124.82,VMS,,,,0.42,,2.77,2.91,1.35,0.72,1.3,0.01,,,,,,,,
,,,0.01,0.19,0.1,0.16,0.25,0.39,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.02,0.25,0.13,0.22,0.33,0.46,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.17,0.27,0.36,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.44,0.24,0.38,0.57,0.77,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.08,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.17,0.25,0.34,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.17,0.26,0.35,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.01,0.25,0.13,0.2,0.31,0.41,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.25,0.13,0.22,0.33,0.43,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.16,0.25,0.32,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,2.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.19,0.29,0.36,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.2,0.11,0.17,0.26,0.32,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.03,0.55,0.29,0.47,0.71,0.89,,,,0.02,0.06,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,7.0,,0.09,0.02,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.18,0.27,0.33,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.58,0.31,0.5,0.75,0.93,,,,0.02,0.06,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,7.0,,0.1,0.02,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.18,0.28,0.33,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.04,0.64,0.34,0.55,0.84,1.01,,,,0.02,0.06,,,,,,,,,,,,,,,,0.02,0.02,Epithermal,8.0,,0.11,0.02,,,,,,,,,,,,,,,
,,,0.01,0.22,0.12,0.19,0.29,0.34,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.22,0.11,0.18,0.28,0.32,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.26,0.14,0.22,0.33,0.38,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.39,0.2,0.33,0.5,0.57,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.06,0.01,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.2,0.3,0.34,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.22,0.12,0.19,0.28,0.31,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.53,0.28,0.45,0.67,0.75,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,6.0,,0.09,0.01,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.19,0.29,0.32,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.18,0.27,0.3,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.04,0.61,0.32,0.51,0.76,0.83,,,,0.02,0.06,,,,,,,,,,,,,,,,0.02,0.02,Epithermal,7.0,,0.1,0.02,,,,,,,,,,,,,,,
,,,0.01,0.25,0.13,0.2,0.31,0.32,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.2,0.1,0.16,0.25,0.22,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,2.0,,0.03,0.0,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.19,0.28,0.25,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.56,0.3,0.47,0.7,0.61,,,,0.02,0.06,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,6.0,,0.09,0.01,,,,,,,,,,,,,,,
,,,0.02,0.27,0.14,0.22,0.33,0.29,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.19,0.29,0.24,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.57,0.3,0.48,0.71,0.59,,,,0.02,0.06,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,6.0,,0.09,0.01,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.19,0.29,0.23,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.24,0.13,0.2,0.29,0.23,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.22,0.11,0.18,0.27,0.2,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.04,0.0,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.15,0.23,0.17,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,2.0,,0.03,0.0,,,,,,,,,,,,,,,
,,,0.01,0.22,0.12,0.18,0.27,0.2,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.04,0.0,,,,,,,,,,,,,,,
,,,0.01,0.24,0.12,0.2,0.29,0.21,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.04,0.0,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.17,0.25,0.17,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.03,0.0,,,,,,,,,,,,,,,
,,,0.01,0.22,0.12,0.18,0.27,0.18,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,2.0,,0.03,0.0,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.29,0.84,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.28,0.79,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.18,0.3,0.84,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.29,0.78,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.18,0.29,0.79,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.36,0.19,0.33,0.56,1.52,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,7.0,,0.07,0.02,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.18,0.31,0.82,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.17,0.09,0.16,0.26,0.7,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.28,0.75,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.49,0.26,0.45,0.76,2.01,,,,0.02,0.06,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,10.0,,0.1,0.03,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.29,0.76,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.54,0.29,0.5,0.84,2.23,,,,0.02,0.07,,,,,,,,,,,,,,,,0.02,0.02,Epithermal,11.0,,0.11,0.03,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.18,0.29,0.77,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.48,0.26,0.45,0.75,1.95,,,,0.02,0.06,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,10.0,,0.1,0.03,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.21,0.35,0.92,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.02,0.32,0.17,0.3,0.49,1.29,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.07,0.02,,,,,,,,,,,,,,,
,,,0.05,0.77,0.41,0.72,1.19,3.11,,,,0.03,0.1,,,,,,,,,,,,,,,,0.02,0.03,Epithermal,15.0,,0.16,0.05,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.27,0.71,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.42,0.23,0.4,0.66,1.7,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,9.0,,0.09,0.03,,,,,,,,,,,,,,,
,,,0.01,0.23,0.12,0.21,0.35,0.92,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,5.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.01,0.22,0.12,0.2,0.33,0.85,,,,0.01,0.03,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.05,0.01,,,,,,,,,,,,,,,
,,,0.04,0.66,0.35,0.61,1.01,2.56,,,,0.03,0.08,,,,,,,,,,,,,,,,0.02,0.02,Epithermal,13.0,,0.14,0.04,,,,,,,,,,,,,,,
,,,0.01,0.21,0.11,0.2,0.32,0.82,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.18,0.29,0.73,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.19,0.1,0.18,0.29,0.73,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.29,0.16,0.27,0.45,1.12,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,6.0,,0.06,0.02,,,,,,,,,,,,,,,
,,,0.01,0.17,0.09,0.16,0.27,0.66,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,3.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.17,0.09,0.16,0.26,0.64,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,3.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.01,0.17,0.09,0.16,0.28,0.39,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.02,0.32,0.17,0.31,0.54,0.75,,,,0.01,0.04,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,8.0,,0.07,0.02,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.3,0.43,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.03,0.42,0.23,0.41,0.72,1.0,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,10.0,,0.09,0.03,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.3,0.48,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.17,0.09,0.16,0.28,1.0,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.15,0.08,0.15,0.26,0.91,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,4.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.03,0.48,0.26,0.46,0.8,2.7,,,,0.02,0.06,,,,,,,,,,,,,,,,0.01,0.02,Epithermal,11.0,,0.1,0.03,,,,,,,,,,,,,,,
,,,0.01,0.18,0.1,0.17,0.3,1.08,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
,,,0.01,0.15,0.08,0.14,0.24,0.77,,,,0.01,0.02,,,,,,,,,,,,,,,,0.0,0.01,Epithermal,4.0,,0.03,0.01,,,,,,,,,,,,,,,
,,,0.02,0.39,0.21,0.38,0.65,2.06,,,,0.02,0.05,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,9.0,,0.09,0.03,,,,,,,,,,,,,,,
,,,0.01,0.17,0.09,0.16,0.28,0.87,,,,0.01,0.02,,,,,,,,,,,,,,,,0.01,0.01,Epithermal,4.0,,0.04,0.01,,,,,,,,,,,,,,,
